day,hour,festival,rain,weather,vehicle_count,traffic_density
Wednesday,11,Diwali,1,Rainy,1977,1.0
Monday,19,Diwali,0,Clear,1995,1.0
Saturday,1,Ganesh Chaturthi,1,Clear,1461,1.0
Tuesday,12,Ganesh Chaturthi,1,Clear,862,0.731
Sunday,10,Eid,1,Clear,1301,0.9505
Wednesday,18,Diwali,0,Cloudy,845,0.6225
Friday,21,None,0,Cloudy,1553,0.7765
Thursday,3,Ganesh Chaturthi,1,Clear,1351,0.9754999999999999
Sunday,8,None,1,Cloudy,1725,0.9625
Friday,18,None,1,Clear,1156,0.6779999999999999
Friday,15,Diwali,0,Rainy,1010,0.7050000000000001
Thursday,23,Ganesh Chaturthi,1,Rainy,350,0.475
Friday,9,Diwali,1,Clear,233,0.4165
Sunday,22,Diwali,1,Rainy,1250,0.9249999999999999
Thursday,22,Eid,0,Clear,372,0.386
Wednesday,2,Christmas,0,Clear,1040,0.72
Wednesday,1,None,0,Cloudy,902,0.451
Friday,9,Eid,1,Cloudy,918,0.759
Sunday,3,Ganesh Chaturthi,1,Rainy,1283,0.9414999999999999
Monday,18,Diwali,1,Clear,1589,1.0
Sunday,2,Ganesh Chaturthi,1,Clear,1192,0.896
Sunday,14,Christmas,1,Clear,1141,0.8704999999999999
Tuesday,4,Christmas,0,Cloudy,854,0.627
Friday,5,Diwali,0,Clear,1485,0.9425000000000001
Tuesday,4,None,1,Rainy,548,0.374
Monday,18,Christmas,0,Rainy,1333,0.8665
Saturday,13,Diwali,0,Clear,505,0.4525
Thursday,8,Christmas,1,Rainy,960,0.7799999999999999
Thursday,7,Eid,1,Rainy,1873,1.0
Monday,2,Christmas,0,Rainy,1381,0.8905000000000001
Thursday,8,None,0,Rainy,592,0.296
Tuesday,4,Eid,1,Rainy,1139,0.8695
Thursday,11,Diwali,1,Cloudy,1930,1.0
Thursday,2,Christmas,1,Cloudy,1321,0.9605
Thursday,11,Eid,0,Rainy,182,0.29100000000000004
Monday,19,Eid,0,Clear,108,0.254
Sunday,16,Christmas,0,Rainy,1300,0.8500000000000001
Thursday,15,Christmas,1,Cloudy,1302,0.951
Monday,1,Christmas,0,Cloudy,1462,0.931
Monday,16,Diwali,0,Clear,853,0.6265000000000001
Sunday,11,None,0,Clear,857,0.4285
Tuesday,0,None,0,Rainy,1931,0.9655
Friday,21,Christmas,1,Rainy,1015,0.8075
Wednesday,1,Eid,1,Clear,653,0.6265
Monday,10,Diwali,1,Rainy,464,0.532
Tuesday,4,Eid,0,Cloudy,1124,0.762
Thursday,7,Christmas,0,Cloudy,164,0.28200000000000003
Saturday,3,Ganesh Chaturthi,0,Cloudy,1592,0.996
Friday,13,Eid,0,Cloudy,159,0.2795
Thursday,13,None,0,Cloudy,150,0.075
Monday,11,Ganesh Chaturthi,1,Cloudy,1217,0.9085
Wednesday,10,Christmas,1,Cloudy,1247,0.9235000000000001
Sunday,20,Ganesh Chaturthi,1,Rainy,526,0.5630000000000001
Wednesday,0,Christmas,1,Clear,1290,0.945
Saturday,12,Diwali,1,Cloudy,1307,0.9534999999999999
Friday,16,None,0,Clear,1528,0.764
Friday,5,Ganesh Chaturthi,1,Clear,1723,1.0
Saturday,16,Ganesh Chaturthi,1,Rainy,454,0.527
Friday,15,None,1,Cloudy,1988,1.0
Wednesday,2,Diwali,0,Cloudy,1236,0.8180000000000001
Wednesday,11,None,1,Cloudy,1959,1.0
Friday,14,Diwali,0,Clear,1637,1.0
Wednesday,15,Diwali,0,Rainy,263,0.3315
Monday,8,None,0,Rainy,1696,0.848
Tuesday,8,None,0,Clear,1145,0.5725
Thursday,1,None,0,Cloudy,456,0.228
Tuesday,2,Eid,0,Cloudy,702,0.5509999999999999
Saturday,9,Eid,1,Rainy,361,0.48050000000000004
Monday,13,Diwali,0,Rainy,213,0.3065
Thursday,12,None,1,Cloudy,1725,0.9625
Thursday,1,Eid,0,Clear,291,0.34550000000000003
Tuesday,21,Diwali,1,Clear,381,0.49050000000000005
Wednesday,4,Ganesh Chaturthi,0,Cloudy,1276,0.8380000000000001
Saturday,9,Christmas,0,Rainy,418,0.40900000000000003
Thursday,17,None,0,Rainy,349,0.1745
Wednesday,18,Christmas,1,Clear,1171,0.8855000000000001
Wednesday,9,Diwali,0,Clear,591,0.4955
Wednesday,2,None,0,Cloudy,1008,0.504
Wednesday,3,Ganesh Chaturthi,0,Clear,138,0.269
Sunday,5,Eid,1,Rainy,1442,1.0
Monday,3,Ganesh Chaturthi,1,Rainy,394,0.497
Sunday,21,Diwali,1,Cloudy,1251,0.9254999999999999
Monday,7,None,0,Cloudy,797,0.3985
Sunday,10,None,1,Clear,1835,1.0
Saturday,19,Christmas,0,Clear,914,0.657
Thursday,20,Ganesh Chaturthi,0,Rainy,1887,1.0
Saturday,3,Diwali,0,Rainy,556,0.47800000000000004
Thursday,12,None,1,Cloudy,686,0.44300000000000006
Thursday,4,Eid,0,Cloudy,1019,0.7095
Friday,8,Eid,1,Clear,989,0.7945
Wednesday,13,Ganesh Chaturthi,1,Rainy,875,0.7374999999999999
Wednesday,5,Diwali,1,Rainy,552,0.5760000000000001
Wednesday,7,Ganesh Chaturthi,0,Rainy,1312,0.8560000000000001
Wednesday,9,Ganesh Chaturthi,0,Cloudy,1214,0.8069999999999999
Tuesday,21,None,0,Rainy,1684,0.842
Monday,17,Eid,1,Rainy,821,0.7105
Friday,22,None,0,Rainy,1442,0.721
Tuesday,5,Eid,1,Clear,1552,1.0
Tuesday,19,None,1,Rainy,1005,0.6024999999999999
Tuesday,21,None,1,Clear,1979,1.0
Saturday,21,None,0,Cloudy,1337,0.6685
Thursday,7,Ganesh Chaturthi,0,Clear,422,0.41100000000000003
Wednesday,0,Diwali,1,Cloudy,1358,0.979
Saturday,9,Christmas,0,Cloudy,889,0.6445000000000001
Tuesday,4,Christmas,0,Clear,1056,0.728
Sunday,22,None,1,Cloudy,801,0.5005000000000001
Thursday,13,Christmas,1,Rainy,804,0.7020000000000001
Friday,10,Diwali,1,Cloudy,150,0.375
Thursday,16,Ganesh Chaturthi,0,Cloudy,1190,0.7949999999999999
Tuesday,18,Ganesh Chaturthi,0,Clear,553,0.47650000000000003
Saturday,23,Christmas,0,Rainy,649,0.5245
Wednesday,1,Eid,0,Clear,1973,1.0
Friday,4,Christmas,0,Cloudy,544,0.47200000000000003
Monday,2,Diwali,0,Rainy,794,0.597
Friday,21,Christmas,0,Cloudy,1594,0.9970000000000001
Sunday,3,Ganesh Chaturthi,1,Clear,836,0.718
Monday,13,Diwali,1,Cloudy,770,0.6849999999999999
Sunday,23,Christmas,1,Clear,1303,0.9514999999999999
Saturday,23,None,0,Cloudy,1425,0.7125
Thursday,12,None,0,Cloudy,1176,0.588
Saturday,14,Christmas,0,Rainy,1483,0.9415
Sunday,7,Diwali,0,Cloudy,1722,1.0
Thursday,14,Christmas,0,Cloudy,890,0.645
Monday,6,Diwali,1,Clear,1172,0.886
Sunday,0,Christmas,0,Clear,879,0.6395
Thursday,2,Diwali,0,Rainy,1698,1.0
Wednesday,17,Christmas,1,Cloudy,971,0.7855
Friday,17,Christmas,1,Rainy,697,0.6485
Friday,18,Diwali,1,Rainy,999,0.7995
Friday,4,Ganesh Chaturthi,0,Cloudy,1791,1.0
Tuesday,15,Christmas,0,Rainy,958,0.679
Sunday,16,Diwali,1,Cloudy,1786,1.0
Monday,0,Ganesh Chaturthi,0,Clear,808,0.6040000000000001
Friday,4,Ganesh Chaturthi,0,Cloudy,695,0.5475
Monday,13,None,1,Cloudy,726,0.46299999999999997
Tuesday,20,Christmas,0,Clear,919,0.6595
Sunday,15,Eid,1,Cloudy,1860,1.0
Saturday,8,Diwali,0,Rainy,1841,1.0
Thursday,14,None,0,Clear,118,0.059
Tuesday,13,Christmas,0,Cloudy,719,0.5595
Tuesday,15,Diwali,0,Clear,1385,0.8925000000000001
Tuesday,0,Diwali,1,Cloudy,511,0.5555
Saturday,12,None,1,Cloudy,176,0.188
Thursday,18,Eid,0,Rainy,1474,0.937
Tuesday,4,None,1,Clear,1010,0.605
Thursday,11,None,1,Clear,873,0.5365
Saturday,10,None,0,Rainy,1709,0.8545
Thursday,8,Diwali,1,Rainy,337,0.4685
Sunday,12,Ganesh Chaturthi,0,Rainy,1681,1.0
Friday,9,Ganesh Chaturthi,0,Clear,190,0.29500000000000004
Sunday,12,Eid,1,Cloudy,1760,1.0
Saturday,9,Diwali,1,Cloudy,1017,0.8084999999999999
Tuesday,8,Diwali,0,Cloudy,1799,1.0
Tuesday,2,Ganesh Chaturthi,0,Clear,263,0.3315
Thursday,7,Christmas,1,Rainy,1523,1.0
Sunday,14,Eid,1,Rainy,1481,1.0
Wednesday,3,Christmas,1,Clear,1488,1.0
Monday,14,Eid,0,Rainy,913,0.6565000000000001
Monday,10,Diwali,0,Rainy,930,0.665
Friday,21,Ganesh Chaturthi,1,Clear,700,0.65
Tuesday,22,Eid,0,Rainy,157,0.2785
Thursday,15,Christmas,1,Rainy,1810,1.0
Friday,18,None,0,Cloudy,1649,0.8245
Saturday,13,Diwali,0,Clear,512,0.456
Tuesday,7,Christmas,1,Cloudy,851,0.7254999999999999
Thursday,9,None,0,Clear,1644,0.822
Wednesday,9,Christmas,1,Clear,654,0.627
Monday,16,Diwali,0,Cloudy,1271,0.8354999999999999
Friday,11,None,1,Clear,804,0.502
Wednesday,11,Diwali,0,Cloudy,312,0.356
Tuesday,10,Eid,1,Clear,570,0.585
Saturday,4,Eid,1,Clear,1049,0.8244999999999999
Sunday,10,None,0,Rainy,1161,0.5805
Saturday,14,Eid,0,Clear,351,0.3755
Friday,15,None,0,Cloudy,693,0.3465
Tuesday,4,Diwali,1,Clear,1428,1.0
Thursday,0,Ganesh Chaturthi,0,Rainy,440,0.42000000000000004
Sunday,16,Eid,1,Clear,167,0.38350000000000006
Thursday,15,Eid,0,Rainy,388,0.394
Sunday,23,None,0,Cloudy,438,0.219
Thursday,8,Ganesh Chaturthi,1,Rainy,194,0.397
Monday,2,Christmas,1,Cloudy,1971,1.0
Thursday,6,Ganesh Chaturthi,1,Clear,1550,1.0
Friday,18,Diwali,0,Clear,1725,1.0
Saturday,9,Eid,0,Cloudy,756,0.5780000000000001
Friday,23,Christmas,1,Clear,1864,1.0
Friday,22,None,1,Rainy,309,0.2545
Sunday,13,Diwali,0,Cloudy,1697,1.0
Tuesday,12,Christmas,0,Rainy,707,0.5535
Friday,8,Ganesh Chaturthi,0,Rainy,1775,1.0
Tuesday,9,Eid,1,Clear,1935,1.0
Wednesday,6,None,1,Rainy,1223,0.7115
Friday,2,Diwali,0,Clear,1953,1.0
Wednesday,20,None,1,Rainy,1996,1.0
Tuesday,15,Eid,1,Cloudy,1120,0.86
Monday,12,Ganesh Chaturthi,1,Rainy,1805,1.0
Sunday,3,Eid,0,Rainy,1085,0.7424999999999999
Saturday,13,Eid,1,Clear,1582,1.0
Wednesday,11,Christmas,0,Cloudy,1388,0.8939999999999999
Wednesday,1,Diwali,1,Clear,1355,0.9774999999999999
Friday,7,Eid,0,Rainy,338,0.369
Wednesday,22,Diwali,0,Rainy,442,0.42100000000000004
Sunday,22,Eid,1,Rainy,858,0.729
Saturday,20,None,1,Clear,311,0.2555
Sunday,6,Diwali,0,Clear,634,0.517
Monday,6,Christmas,1,Cloudy,1673,1.0
Saturday,23,None,1,Rainy,1198,0.699
Sunday,23,Diwali,1,Clear,1320,0.9600000000000001
Friday,11,Ganesh Chaturthi,1,Rainy,1559,1.0
Sunday,5,None,1,Cloudy,928,0.5640000000000001
Saturday,6,Eid,0,Clear,127,0.2635
Thursday,17,Ganesh Chaturthi,0,Rainy,919,0.6595
Tuesday,16,None,1,Clear,962,0.581
Sunday,16,Eid,0,Rainy,1947,1.0
Monday,19,Christmas,1,Clear,1513,1.0
Wednesday,18,Ganesh Chaturthi,0,Rainy,365,0.3825
Tuesday,19,Christmas,1,Rainy,315,0.4575
Sunday,19,Eid,0,Clear,200,0.30000000000000004
Monday,7,Diwali,0,Clear,1113,0.7565
Tuesday,16,None,0,Rainy,555,0.2775
Tuesday,8,Ganesh Chaturthi,0,Cloudy,1092,0.746
Friday,12,Christmas,1,Rainy,1936,1.0
Tuesday,13,Eid,0,Clear,845,0.6225
Thursday,1,Eid,0,Rainy,1824,1.0
Thursday,19,None,0,Clear,1737,0.8685
Tuesday,19,None,0,Clear,1845,0.9225
Friday,20,Ganesh Chaturthi,1,Cloudy,995,0.7975
Friday,17,Ganesh Chaturthi,1,Clear,1665,1.0
Saturday,6,Christmas,0,Cloudy,521,0.4605
Monday,16,Christmas,1,Rainy,1275,0.9374999999999999
Wednesday,18,Eid,0,Clear,653,0.5265
Thursday,2,Christmas,1,Clear,1961,1.0
Thursday,21,Christmas,0,Rainy,797,0.5985
Saturday,11,Diwali,1,Cloudy,1534,1.0
Thursday,10,Christmas,0,Cloudy,1018,0.7090000000000001
Wednesday,22,Diwali,1,Cloudy,365,0.48250000000000004
Wednesday,17,None,0,Rainy,1046,0.523
Monday,23,Christmas,0,Rainy,1925,1.0
Thursday,0,Eid,0,Cloudy,1632,1.0
Thursday,7,Ganesh Chaturthi,1,Cloudy,1571,1.0
Tuesday,6,Christmas,0,Clear,498,0.449
Monday,2,None,1,Cloudy,1464,0.832
Tuesday,23,Diwali,1,Rainy,726,0.6629999999999999
Thursday,1,Eid,1,Rainy,1618,1.0
Tuesday,10,Christmas,1,Rainy,1392,0.9959999999999999
Saturday,21,Christmas,0,Rainy,490,0.445
Sunday,0,Eid,0,Rainy,416,0.40800000000000003
Friday,10,Ganesh Chaturthi,0,Rainy,1788,1.0
Thursday,20,Diwali,1,Cloudy,628,0.614
Sunday,8,Eid,1,Clear,1962,1.0
Wednesday,13,Ganesh Chaturthi,1,Rainy,1938,1.0
Sunday,20,Diwali,0,Cloudy,1724,1.0
Tuesday,23,Ganesh Chaturthi,1,Cloudy,708,0.654
Wednesday,4,Christmas,0,Cloudy,1482,0.9410000000000001
Sunday,17,None,0,Rainy,1786,0.893
Saturday,23,Eid,1,Clear,1181,0.8905
Saturday,23,None,0,Clear,1556,0.778
Tuesday,17,Christmas,1,Cloudy,1805,1.0
Saturday,7,None,0,Rainy,831,0.4155
Saturday,3,Eid,0,Cloudy,164,0.28200000000000003
Wednesday,12,Ganesh Chaturthi,0,Cloudy,1382,0.891
Thursday,15,Ganesh Chaturthi,0,Rainy,461,0.4305
Wednesday,5,Ganesh Chaturthi,0,Clear,415,0.4075
Thursday,16,Christmas,0,Rainy,808,0.6040000000000001
Thursday,8,Ganesh Chaturthi,0,Clear,180,0.29000000000000004
Wednesday,15,Diwali,1,Rainy,1433,1.0
Monday,0,Diwali,1,Clear,1127,0.8635
Friday,2,None,0,Clear,1987,0.9935
Tuesday,22,Ganesh Chaturthi,0,Rainy,300,0.35
Tuesday,21,Ganesh Chaturthi,0,Rainy,1924,1.0
Tuesday,1,Christmas,0,Rainy,417,0.4085
Sunday,16,Christmas,1,Cloudy,612,0.606
Saturday,14,None,0,Cloudy,1187,0.5935
Tuesday,6,Eid,0,Clear,659,0.5295000000000001
Monday,22,Diwali,1,Clear,772,0.686
Thursday,18,Diwali,0,Clear,1419,0.9095
Monday,2,Diwali,0,Clear,750,0.575
Sunday,5,Ganesh Chaturthi,0,Cloudy,331,0.36550000000000005
Thursday,14,Ganesh Chaturthi,0,Rainy,1060,0.73
Thursday,17,Christmas,1,Rainy,769,0.6845
Monday,15,Ganesh Chaturthi,0,Rainy,1738,1.0
Tuesday,8,Ganesh Chaturthi,1,Rainy,1057,0.8284999999999999
Tuesday,5,Ganesh Chaturthi,1,Clear,892,0.746
Sunday,23,None,1,Clear,194,0.197
Wednesday,23,Diwali,1,Rainy,1360,0.9800000000000001
Wednesday,23,Eid,1,Cloudy,1506,1.0
Saturday,8,None,0,Cloudy,1751,0.8755
Sunday,18,Christmas,0,Rainy,856,0.628
Thursday,18,Ganesh Chaturthi,0,Cloudy,647,0.5235000000000001
Friday,20,Diwali,0,Rainy,1451,0.9255
Wednesday,6,Diwali,1,Clear,450,0.525
Wednesday,5,Ganesh Chaturthi,0,Cloudy,1572,0.986
Wednesday,18,Ganesh Chaturthi,0,Rainy,1884,1.0
Friday,1,Christmas,1,Rainy,1861,1.0
Sunday,7,Christmas,0,Clear,385,0.3925
Tuesday,8,Diwali,0,Cloudy,643,0.5215000000000001
Wednesday,7,Eid,1,Rainy,844,0.722
Saturday,22,Eid,0,Cloudy,1718,1.0
Thursday,1,Diwali,0,Cloudy,1258,0.829
Tuesday,13,Ganesh Chaturthi,0,Cloudy,605,0.5025
Friday,20,Diwali,1,Rainy,1003,0.8015
Friday,8,Eid,1,Rainy,196,0.398
Tuesday,23,Christmas,1,Rainy,761,0.6805
Tuesday,4,Eid,0,Cloudy,1414,0.907
Monday,1,Diwali,1,Cloudy,1009,0.8044999999999999
Wednesday,17,Ganesh Chaturthi,0,Clear,953,0.6765
Tuesday,19,None,0,Cloudy,1857,0.9285
Saturday,14,Eid,0,Clear,343,0.37150000000000005
Friday,8,Ganesh Chaturthi,1,Clear,1941,1.0
Friday,5,Diwali,0,Rainy,572,0.486
Wednesday,5,None,0,Rainy,536,0.268
Wednesday,5,Diwali,0,Cloudy,1084,0.742
Sunday,15,None,1,Rainy,838,0.519
Thursday,11,Eid,0,Clear,1104,0.752
Thursday,1,None,1,Rainy,1360,0.78
Monday,20,Christmas,1,Rainy,655,0.6275000000000001
Saturday,2,Diwali,0,Rainy,1175,0.7875000000000001
Thursday,20,Ganesh Chaturthi,0,Rainy,1065,0.7324999999999999
Wednesday,9,None,1,Rainy,344,0.272
Monday,13,Eid,0,Cloudy,1600,1.0
Friday,11,None,1,Clear,1746,0.973
Tuesday,9,Ganesh Chaturthi,1,Clear,1213,0.9065
Tuesday,21,Diwali,1,Clear,1092,0.846
Friday,12,Diwali,0,Clear,1019,0.7095
Sunday,17,Eid,0,Cloudy,654,0.527
Tuesday,4,Christmas,1,Cloudy,313,0.4565
Monday,11,Ganesh Chaturthi,1,Cloudy,471,0.5355
Friday,11,None,1,Rainy,1126,0.6629999999999999
Friday,8,Eid,1,Cloudy,1789,1.0
Sunday,11,Diwali,1,Clear,1969,1.0
Thursday,9,Christmas,1,Clear,148,0.374
Sunday,19,None,1,Clear,1767,0.9834999999999999
Wednesday,18,Eid,0,Rainy,283,0.3415
Wednesday,14,Eid,1,Rainy,1939,1.0
Wednesday,21,Diwali,1,Cloudy,1025,0.8124999999999999
Saturday,7,Diwali,0,Cloudy,1003,0.7015
Sunday,15,None,1,Cloudy,1048,0.624
Thursday,1,None,1,Rainy,635,0.4175
Sunday,14,Eid,1,Clear,161,0.38050000000000006
Tuesday,10,Diwali,0,Cloudy,371,0.3855
Wednesday,4,Christmas,0,Clear,132,0.266
Tuesday,0,Diwali,1,Rainy,1942,1.0
Friday,6,Eid,0,Cloudy,1303,0.8514999999999999
Monday,10,Ganesh Chaturthi,0,Rainy,925,0.6625000000000001
Tuesday,3,Diwali,0,Clear,974,0.687
Sunday,13,Diwali,0,Cloudy,279,0.3395
Thursday,7,Diwali,1,Rainy,1480,1.0
Monday,9,Diwali,1,Rainy,594,0.597
Monday,15,Diwali,1,Rainy,1248,0.924
Sunday,5,Christmas,1,Clear,1984,1.0
Sunday,9,Ganesh Chaturthi,0,Clear,237,0.3185
Thursday,21,None,0,Clear,457,0.2285
Friday,13,None,0,Clear,325,0.1625
Wednesday,8,Christmas,1,Rainy,343,0.47150000000000003
Sunday,4,Diwali,1,Rainy,175,0.38749999999999996
Saturday,13,None,0,Rainy,675,0.3375
Friday,4,None,0,Rainy,167,0.0835
Wednesday,6,None,0,Clear,451,0.2255
Friday,13,Diwali,0,Rainy,1866,1.0
Friday,19,Diwali,1,Rainy,1864,1.0
Friday,8,Christmas,1,Rainy,1430,1.0
Tuesday,6,Christmas,1,Rainy,846,0.723
Wednesday,8,Diwali,1,Rainy,173,0.38649999999999995
Sunday,3,None,0,Rainy,844,0.422
Thursday,19,Christmas,1,Cloudy,1861,1.0
Saturday,1,Christmas,1,Clear,416,0.508
Thursday,0,Christmas,1,Cloudy,1204,0.902
Thursday,20,Christmas,1,Rainy,719,0.6595
Friday,10,None,1,Clear,651,0.4255
Saturday,0,Eid,0,Rainy,1543,0.9715
Saturday,22,Diwali,1,Cloudy,1523,1.0
Monday,23,Ganesh Chaturthi,1,Rainy,1871,1.0
Saturday,6,Diwali,1,Clear,1172,0.886
Tuesday,9,Diwali,0,Clear,1157,0.7785
Monday,13,Eid,1,Cloudy,645,0.6224999999999999
Sunday,22,Christmas,0,Rainy,790,0.595
Wednesday,2,Diwali,0,Cloudy,1799,1.0
Friday,0,Eid,0,Rainy,1098,0.7490000000000001
Friday,18,Christmas,1,Clear,1249,0.9245
Friday,21,None,0,Clear,708,0.354
Sunday,5,Christmas,0,Cloudy,1153,0.7765
Tuesday,3,Christmas,0,Rainy,756,0.5780000000000001
Saturday,15,Ganesh Chaturthi,1,Clear,1710,1.0
Thursday,9,Ganesh Chaturthi,1,Cloudy,741,0.6705
Friday,4,Ganesh Chaturthi,0,Rainy,1416,0.9079999999999999
Sunday,2,Eid,1,Rainy,1231,0.9155000000000001
Wednesday,14,Ganesh Chaturthi,0,Cloudy,1632,1.0
Saturday,13,None,0,Cloudy,1963,0.9815
Wednesday,13,Eid,1,Clear,430,0.515
Tuesday,23,Eid,1,Rainy,1114,0.8570000000000001
Saturday,7,Christmas,1,Cloudy,1633,1.0
Friday,9,Ganesh Chaturthi,0,Cloudy,1751,1.0
Friday,14,Christmas,0,Cloudy,1244,0.8220000000000001
Sunday,19,Christmas,1,Clear,253,0.4265
Saturday,22,None,1,Clear,798,0.499
Monday,16,Christmas,1,Cloudy,1547,1.0
Monday,11,None,1,Clear,1945,1.0
Monday,9,Eid,1,Rainy,1669,1.0
Tuesday,21,Diwali,1,Cloudy,1694,1.0
Monday,23,Christmas,0,Rainy,1071,0.7355
Thursday,23,Eid,0,Cloudy,1161,0.7805
Saturday,0,Diwali,0,Cloudy,847,0.6234999999999999
Saturday,4,None,0,Clear,517,0.2585
Wednesday,10,None,1,Cloudy,448,0.324
Sunday,0,Diwali,1,Clear,1523,1.0
Sunday,16,Christmas,0,Rainy,1972,1.0
Tuesday,13,Christmas,0,Rainy,1961,1.0
Thursday,19,None,1,Clear,1706,0.953
Friday,0,Ganesh Chaturthi,1,Cloudy,419,0.5095
Monday,23,Diwali,1,Clear,1634,1.0
Saturday,20,Eid,0,Cloudy,1472,0.9359999999999999
Wednesday,12,Ganesh Chaturthi,1,Rainy,1408,1.0
Friday,16,Eid,1,Cloudy,292,0.44599999999999995
Monday,4,Diwali,1,Rainy,1235,0.9175000000000001
Wednesday,10,Ganesh Chaturthi,0,Clear,1533,0.9664999999999999
Wednesday,19,Diwali,1,Rainy,393,0.49650000000000005
Wednesday,11,Ganesh Chaturthi,1,Rainy,934,0.767
Saturday,9,Eid,0,Clear,756,0.5780000000000001
Friday,14,None,1,Cloudy,1120,0.66
Wednesday,4,Christmas,1,Cloudy,1362,0.981
Friday,10,None,0,Cloudy,771,0.3855
Wednesday,23,Ganesh Chaturthi,0,Clear,1173,0.7865
Sunday,3,Eid,0,Clear,1330,0.865
Saturday,3,Christmas,0,Rainy,1506,0.9530000000000001
Sunday,3,Christmas,0,Rainy,1161,0.7805
Monday,4,Ganesh Chaturthi,0,Clear,160,0.28
Monday,5,Eid,0,Rainy,523,0.4615
Tuesday,13,Eid,1,Clear,1838,1.0
Tuesday,19,Ganesh Chaturthi,1,Cloudy,291,0.4455
Wednesday,0,None,0,Cloudy,480,0.24
Thursday,14,None,1,Cloudy,1401,0.8005
Monday,13,Christmas,1,Clear,1688,1.0
Wednesday,23,Diwali,0,Rainy,1669,1.0
Sunday,0,Eid,1,Cloudy,366,0.483
Monday,18,Diwali,0,Rainy,198,0.29900000000000004
Sunday,7,Ganesh Chaturthi,0,Clear,114,0.257
Friday,4,Ganesh Chaturthi,0,Clear,1165,0.7825
Wednesday,20,Diwali,1,Clear,1607,1.0
Monday,9,Diwali,0,Clear,1252,0.8260000000000001
Friday,14,Christmas,0,Cloudy,596,0.498
Monday,6,Christmas,0,Clear,417,0.4085
Friday,15,Diwali,0,Rainy,655,0.5275000000000001
Friday,7,Diwali,1,Rainy,1737,1.0
Sunday,8,Christmas,0,Clear,224,0.312
Thursday,19,None,1,Clear,1258,0.729
Thursday,20,Christmas,1,Rainy,829,0.7145
Friday,1,Diwali,1,Clear,940,0.7699999999999999
Monday,12,Eid,0,Cloudy,286,0.34299999999999997
Friday,6,Diwali,0,Clear,1440,0.9199999999999999
Friday,22,Eid,0,Cloudy,878,0.639
Wednesday,16,Diwali,0,Clear,865,0.6325000000000001
Thursday,16,Diwali,0,Cloudy,297,0.34850000000000003
Friday,2,None,1,Rainy,1962,1.0
Wednesday,22,Christmas,1,Cloudy,692,0.646
Thursday,3,None,0,Clear,616,0.308
Wednesday,18,Christmas,0,Cloudy,768,0.5840000000000001
Friday,11,Eid,1,Rainy,384,0.492
Wednesday,7,Diwali,1,Rainy,335,0.4675
Sunday,2,Diwali,0,Clear,1980,1.0
Thursday,4,Christmas,0,Clear,1477,0.9385000000000001
Saturday,15,Eid,0,Clear,891,0.6455
Sunday,5,Christmas,1,Cloudy,1445,1.0
Saturday,7,Diwali,1,Rainy,1775,1.0
Wednesday,2,Diwali,0,Clear,516,0.458
Tuesday,15,Eid,0,Cloudy,1217,0.8085
Sunday,23,Christmas,0,Cloudy,1362,0.881
Friday,3,Ganesh Chaturthi,0,Clear,1253,0.8265
Tuesday,0,Christmas,1,Cloudy,1439,1.0
Friday,6,Eid,1,Cloudy,974,0.787
Thursday,11,Christmas,0,Cloudy,1253,0.8265
Wednesday,9,None,1,Clear,1195,0.6975
Friday,17,Eid,1,Cloudy,170,0.385
Thursday,3,Ganesh Chaturthi,0,Clear,1341,0.8705
Sunday,11,None,0,Cloudy,698,0.349
Friday,19,Diwali,0,Cloudy,1778,1.0
Friday,3,None,0,Cloudy,1109,0.5545
Wednesday,4,Ganesh Chaturthi,1,Cloudy,213,0.4065
Saturday,19,Ganesh Chaturthi,0,Clear,303,0.35150000000000003
Friday,10,None,1,Rainy,1237,0.7185
Tuesday,11,Christmas,1,Rainy,1838,1.0
Saturday,12,None,0,Cloudy,1982,0.991
Saturday,12,None,1,Clear,1730,0.965
Saturday,9,Diwali,0,Cloudy,314,0.357
Tuesday,20,Diwali,0,Cloudy,763,0.5815
Monday,18,Christmas,1,Cloudy,1354,0.977
Saturday,16,Christmas,0,Rainy,819,0.6094999999999999
Monday,9,Diwali,1,Clear,351,0.47550000000000003
Friday,8,Diwali,1,Cloudy,1220,0.91
Wednesday,21,None,0,Rainy,1211,0.6055
Sunday,4,Eid,1,Rainy,1387,0.9934999999999999
Wednesday,4,Eid,1,Clear,904,0.752
Sunday,20,Christmas,0,Rainy,1076,0.738
Thursday,3,Christmas,1,Cloudy,1664,1.0
Tuesday,22,Eid,0,Clear,718,0.5589999999999999
Monday,20,Ganesh Chaturthi,0,Cloudy,1901,1.0
Tuesday,10,Eid,1,Clear,485,0.5425
Friday,8,Christmas,0,Rainy,1139,0.7695000000000001
Monday,12,Ganesh Chaturthi,1,Clear,863,0.7314999999999999
Thursday,8,Eid,0,Clear,1818,1.0
Friday,8,Christmas,0,Cloudy,1783,1.0
Sunday,7,None,1,Rainy,476,0.33799999999999997
Tuesday,20,Eid,0,Clear,1310,0.855
Thursday,16,Ganesh Chaturthi,1,Clear,192,0.396
Wednesday,13,Ganesh Chaturthi,0,Rainy,1330,0.865
Wednesday,0,Ganesh Chaturthi,0,Rainy,784,0.5920000000000001
Wednesday,17,Christmas,0,Cloudy,1858,1.0
Saturday,1,Ganesh Chaturthi,0,Rainy,1717,1.0
